2.211331,4
2.220972,4
2.22765,4
3.550362,5
3.561939,5
5.44438,6
5.451892,6
5.478981,4
5.485166,4
5.491885,4
5.498544,4
5.5052,4
15.50659,4
15.51357,4
15.5198,4
15.52636,4
15.53277,4
15.54054,4
15.55517,4
15.55989,4
15.56645,4
15.57328,4
15.57937,4
15.58574,4
15.59229,4
15.59877,4
15.60604,4
15.6123,4
15.61899,4
15.62547,4
16.48533,6
16.4919,6
16.49862,6
16.50541,6
16.51182,6
16.51918,6
16.52515,6
16.53145,6
16.53844,6
16.54465,6
16.55151,6
16.5584,6
17.20645,6
17.21388,6
17.22132,6
17.22789,6
17.23453,6
17.24051,6
17.24796,6
17.25435,6
17.26103,6
17.26724,6
17.27412,6
17.28043,6
17.28694,6
17.3009,6
17.30567,6
17.31201,6
17.31813,6
17.32574,6
17.33231,6
17.33907,6
17.34504,6
17.35194,6
17.35835,6
17.3651,6
17.37167,6
17.3782,6
17.38501,6
17.39141,6
17.39753,6
17.40412,6
17.41065,6
17.41697,6
17.42395,6
17.43041,6
17.43807,6
17.44412,6
17.45039,6
17.46485,6
17.46962,6
17.47588,6
17.91962,5
17.92635,5
17.93277,5
17.93909,5
17.94641,5
17.9617,5
17.96733,5
17.97332,5
17.98039,5
17.98681,5
17.99338,5
18.00007,5
18.00634,5
18.01245,5
18.01916,5
18.02542,5
18.03192,5
18.03902,5
18.04512,5
18.05121,5
18.0576,5
18.14334,4
18.14987,4
18.15572,4
18.16195,4
18.16878,4
18.17581,4
18.18173,4
18.18803,4
18.19577,4
18.20217,4
18.20864,4
18.21495,4
18.22122,4
18.22729,4
18.23368,4
18.2401,4
18.2471,4
18.25365,4
18.25994,4
18.26639,4
18.27271,4
18.28732,4
18.29242,4
18.29907,4
18.30659,4
18.31276,4
18.31947,4
18.32586,4
18.33296,4
18.3391,4
18.34563,4
18.35174,4
18.35838,4
18.36519,4
18.37157,4
18.38012,4
18.38779,4
18.3959,4
18.40424,4
18.41282,4
18.42091,4
18.42837,4
18.43656,4
18.44426,4
18.45254,4
18.46912,4
18.47399,4
18.48169,4
18.48846,4
18.49464,4
18.5015,4
18.50772,4
18.51511,4
18.522,4
18.52863,4
18.53514,4
18.54122,4
18.54725,4
18.55428,4
18.56039,4
18.56635,4
18.57358,4
18.58041,4
18.58722,4
18.59345,4
18.59954,4
18.60658,4
18.61286,4
18.61946,4
18.63451,4
18.6401,4
18.64697,4
18.65399,4
18.66011,4
18.66634,4
18.67279,4
18.67918,4
